region,part,pctofwin
NALCS,0,0.585620354488279
NALCS,1,0.7265972417675204
NALCS,2,0.8048780487804879
EULCS,0,0.5710149722888577
EULCS,1,0.7372224754215769
EULCS,2,0.8131701011329937
CBLoL,0,0.5554213228631834
CBLoL,1,0.7226803142109022
CBLoL,2,0.7747141896435776
LCK,0,0.5749606794589494
LCK,1,0.748849408620775
LCK,2,0.8142735598818878
