x,y
714,736
646,781
817,770
633,583
626,586
614,526
506,925
541,956
579,961
901,360
961,526
916,464
253,689
286,682
438,833
505,845
940,446
683,346
474,354
164,686
651,487
764,481
617,439
598,527
557,579
430,927
940,205
574,442
399,405
368,339
919,223
779,419
733,471
774,477
685,595
232,472
830,343
646,411
478,487
554,557
919,319
281,921
483,443
528,534
897,216
517,320
677,640
860,353
669,233
844,361
616,152
638,149
345,613
577,417
960,370
695,548
508,428
685,671
732,730
687,686
247,882
251,497
432,332
429,328
460,584
243,532
258,102
557,530
621,597
961,463
496,833
498,772
653,783
779,235
700,507
780,392
506,423
383,595
255,775
345,663
596,788
268,938
515,952
772,220
765,377
832,332
144,918
507,530
587,570
370,717
527,448
593,629
468,511
225,791
240,767
256,751
74,494
263,944
338,307
880,223
476,317
555,354
672,474
664,476
589,460
98,767
832,233
910,261
208,680
321,914
508,459
686,509
499,470
496,470
490,949
528,962
932,680
624,600
288,958
621,584
176,674
78,535
694,575
753,514
732,522
409,903
679,450
683,503
712,517
599,519
482,603
606,901
617,113
600,77
477,268
541,231
552,239
533,250
227,800
333,838
267,959
810,113
949,254
642,506
685,378
680,448
419,648
500,677
661,678
454,854
533,839
553,967
286,801
480,427
514,404
931,190
900,301
338,961
387,941
699,345
666,316
576,467
602,559
706,682
728,721
497,508
836,343
55,667
509,610
429,657
99,698
75,706
250,933
57,679
753,366
744,322
842,82
763,290
904,168
690,402
683,425
683,472
552,922
644,668
578,715
586,923
911,753
911,804
817,481
812,462
770,427
960,314
210,868
932,230
55,656
78,814
268,742
208,935
373,722
666,409
376,520
729,317
751,366
832,495
315,705
679,510
743,718
717,737
239,659
171,490
193,473
635,491
964,328
301,926
463,781
824,170
727,518
757,342
331,949
910,512
959,561
658,852
759,753
752,757
671,915
667,705
479,539
753,317
700,499
851,356
856,356
870,343
821,330
895,246
319,959
480,558
232,589
589,334
785,471
807,526
881,209
813,252
696,168
500,177
771,270
870,343
841,388
829,600
853,507
127,529
571,472
523,529
233,536
906,281
664,431
637,57
501,595
696,293
639,317
797,461
956,563
603,561
696,705
684,740
651,670
692,698
610,781
67,804
333,718
768,89
568,468
950,565
388,927
508,905
573,110
548,422
619,595
356,695
435,690
324,616
313,620
596,691
642,658
707,383
685,599
647,626
537,812
602,784
689,709
894,303
666,77
763,375
788,385
752,351
772,420
853,385
881,351
901,394
859,388
128,526
529,649
680,483
518,565
630,587
199,797
928,595
536,459
799,465
586,621
698,568
871,440
688,454
790,325
640,483
772,441
287,692
629,649
516,522
529,522
772,375
616,418
571,437
766,124
521,500
502,520
461,559
472,552
451,547
475,577
113,576
497,451
778,305
761,318
756,469
565,355
945,395
704,284
636,383
644,390
564,457
737,225
512,542
528,744
551,562
920,204
298,822
513,420
857,140
894,238
840,215
576,255
575,249
756,252
694,319
697,304
899,248
414,683
738,240
724,248
763,230
731,218
518,783
530,678
518,590
484,528
780,108
82,732
530,483
366,359
899,516
539,928
484,348
730,602
896,246
451,504
328,708
266,727
571,549
601,617
632,662
679,677
729,707
371,889
944,728
900,730
904,862
964,339
949,280
119,738
221,616
652,181
274,652
260,953
295,928
907,354
958,321
960,515
614,600
754,133
615,648
924,557
941,707
611,952
726,970
839,965
327,947
70,794
202,660
731,530
726,519
794,448
437,667
226,929
258,754
324,687
286,958
589,555
618,573
95,808
249,915
215,930
271,958
434,952
518,913
612,528
637,621
616,563
782,88
822,98
908,160
926,536
565,331
677,477
516,336
914,325
462,628
354,802
686,552
238,918
672,488
685,698
695,733
615,763
919,342
932,319
122,825
168,797
325,537
318,523
709,511
895,294
652,680
688,670
714,683
308,956
447,186
828,525
820,484
446,530
462,575
953,675
527,472
339,637
360,624
353,656
811,75
683,326
528,690
253,715
679,604
734,180
684,220
657,406
632,424
604,435
485,540
256,735
262,687
325,619
327,623
226,624
811,458
543,578
485,651
372,714
269,667
325,654
541,403
537,376
696,487
718,596
834,184
458,52
548,812
770,900
497,509
582,604
933,349
900,243
916,203
589,364
671,374
644,431
251,569
541,901
508,459
515,550
576,554
621,595
677,684
797,510
341,367
946,246
950,275
583,575
702,389
587,367
879,216
269,948
837,585
964,375
918,390
605,964
637,946
325,914
251,929
575,472
734,516
638,490
