x,y
776,218
818,932
493,834
346,845
308,945
532,501
564,454
579,388
577,330
763,378
721,339
682,322
511,409
487,496
144,221
526,576
464,465
521,530
580,394
542,544
575,377
596,311
926,684
421,735
335,698
484,495
488,683
900,450
897,450
902,412
912,231
62,651
74,482
754,268
724,226
730,245
544,483
597,587
363,351
91,831
630,594
60,393
629,495
479,63
411,147
412,127
225,49
220,53
239,66
240,97
246,138
867,439
714,324
706,175
658,391
630,509
756,362
472,776
60,709
438,474
493,539
924,877
948,702
532,671
923,659
275,269
233,298
167,205
259,38
621,108
242,197
54,109
164,127
467,643
380,615
429,693
480,756
341,682
388,859
409,480
454,424
367,778
600,330
169,156
107,78
180,152
224,139
191,187
524,515
585,608
730,318
770,447
490,661
599,508
635,499
528,545
681,722
606,941
863,849
962,583
848,527
781,760
807,899
829,630
870,871
909,832
602,236
520,807
549,936
779,438
474,862
601,708
937,643
726,750
696,705
755,721
456,934
575,693
360,727
619,754
635,583
943,812
918,821
251,569
174,576
167,706
742,674
362,409
889,806
372,387
325,319
289,312
210,247
317,667
480,466
904,941
269,640
286,127
290,116
293,189
120,283
232,177
64,171
121,92
272,414
263,492
792,656
736,596
370,588
403,456
502,407
264,403
322,647
284,692
51,501
396,689
494,547
335,657
423,720
398,695
108,778
90,392
316,163
455,87
380,110
598,111
301,690
722,199
709,214
428,390
388,345
415,485
427,426
431,446
305,363
426,61
269,239
785,675
806,879
755,925
224,629
308,655
266,659
104,361
44,178
125,165
191,187
130,157
637,612
656,497
441,416
465,429
634,914
624,102
500,407
371,413
592,456
71,309
94,397
76,487
279,697
390,393
430,450
453,454
108,234
312,693
166,696
193,700
203,123
83,57
328,725
336,729
632,967
608,942
637,73
895,780
335,730
363,721
341,683
198,690
463,174
775,742
729,753
903,867
511,468
427,555
582,399
742,671
692,677
656,641
743,568
149,243
249,216
129,104
305,634
322,551
640,492
376,633
381,618
148,103
115,160
117,84
94,140
125,171
865,834
942,858
341,693
251,669
248,644
53,471
327,725
314,731
212,739
475,963
218,566
130,273
178,232
138,121
639,656
669,708
660,698
637,683
510,541
499,540
377,422
375,425
148,350
163,346
193,218
356,624
342,647
174,791
284,242
178,180
86,148
260,102
316,91
553,551
447,442
808,763
808,843
829,861
921,883
289,659
826,720
913,668
940,749
872,814
815,796
375,641
352,685
450,521
488,552
266,111
275,81
297,126
164,124
527,580
485,605
559,487
588,560
576,424
366,167
688,717
60,419
402,522
256,441
232,276
121,244
287,71
437,575
707,376
636,410
593,388
604,900
452,900
259,268
321,848
429,419
444,431
930,613
114,772
495,825
944,933
458,62
471,72
609,265
213,257
227,293
245,259
225,628
234,111
285,164
252,266
296,201
310,275
189,216
943,581
958,401
576,463
339,849
95,276
77,117
673,370
220,342
62,89
58,54
956,284
867,208
840,185
625,121
272,709
370,727
344,741
272,488
191,408
591,296
499,423
594,394
640,60
516,275
623,420
145,151
478,446
302,163
167,221
171,153
238,682
322,53
81,414
61,389
