x,y
2014,285,512
2014,397,687
2014,204,897
2014,488,45
2014,592,554
2014,932,261
2014,912,262
2014,915,311
2014,557,428
2014,544,457
2014,543,905
2014,661,533
2014,789,755
2014,747,717
2014,725,761
2014,745,738
2014,902,855
2014,209,785
2014,509,471
2014,816,434
2014,883,378
2014,808,429
2014,907,495
2014,499,892
2014,768,218
2014,927,551
2014,879,430
2014,437,437
2014,493,549
2014,677,488
2014,619,477
2014,524,139
2014,610,656
2014,586,636
2014,916,653
2014,569,769
2014,514,811
2014,355,931
2014,842,857
2014,595,754
2014,838,814
2014,704,763
2014,812,885
2014,945,894
2014,875,214
2014,922,258
2014,892,493
2014,286,937
2014,906,368
2014,328,945
2014,594,145
2014,552,129
2014,464,205
2014,291,775
2014,652,303
2014,617,657
2014,641,692
2014,667,491
2014,701,176
2014,806,174
2014,882,172
2014,833,367
2014,927,267
2014,919,414
2014,928,470
2014,501,451
2014,498,521
2014,27,713
2014,881,302
2014,518,565
2014,693,158
2014,730,211
2014,600,561
2014,594,505
2014,612,674
2014,643,275
2014,183,865
2014,839,116
2014,912,243
2014,564,580
2014,614,370
2014,898,211
2014,211,615
2014,189,675
2014,571,757
2014,230,768
2014,345,848
2014,678,367
2014,602,385
2014,606,377
2014,617,377
2014,653,710
2014,576,749
2014,568,763
2014,595,663
2014,368,629
2014,695,892
2014,510,434
2014,500,344
2014,534,546
2014,194,870
2014,655,406
2014,670,454
2014,630,684
2014,647,683
2014,636,875
2014,705,759
2014,853,807
2014,894,859
2014,935,919
2014,538,919
2014,529,907
2014,486,903
2014,712,856
2014,441,736
2014,449,716
2014,858,114
2014,448,317
2014,183,92
2014,382,48
2014,464,44
2014,310,840
2014,257,786
2014,742,389
2014,203,864
2014,294,894
2014,374,831
2014,898,471
2014,490,930
2014,274,946
2014,722,105
2014,725,77
2014,629,364
2014,591,379
2014,664,436
2014,635,418
2014,620,364
2014,493,776
2014,397,884
2014,832,151
2014,303,929
2014,652,675
2014,621,611
2014,659,569
2014,755,199
2014,872,278
2014,900,438
2014,66,714
2014,488,657
2014,478,945
2014,822,624
2014,487,779
2014,484,532
2014,438,466
2014,578,654
2014,531,689
2014,509,749
2014,789,595
2014,928,734
2014,203,918
2014,885,557
2014,152,361
2014,737,111
2014,742,571
2014,690,577
2014,743,560
2014,802,103
2014,64,863
2014,432,529
2014,787,476
2014,718,509
2014,716,582
2014,889,565
2014,929,485
2014,565,704
2014,481,774
2014,496,783
2014,405,588
2014,938,438
2014,487,771
2014,613,743
2014,537,479
2014,643,98
2014,709,358
2014,634,291
2014,655,562
2014,101,764
2014,98,757
2014,378,401
2014,553,223
2014,601,420
2014,576,656
2014,279,945
2014,264,838
2014,546,779
2014,679,878
2014,544,681
2014,734,788
2014,817,886
2014,838,110
2014,575,588
2014,616,638
2014,399,478
2014,446,667
2014,562,347
2014,655,583
2014,626,620
2014,577,646
2014,441,490
2014,872,340
2014,631,472
2014,922,454
2014,864,267
2014,848,122
2014,237,881
2014,539,440
2014,919,592
2014,565,692
2014,595,500
2014,654,475
2014,799,211
2014,546,440
2014,732,381
2014,856,123
2014,327,708
2014,898,259
2014,921,237
2014,640,423
2014,531,501
2014,629,404
2014,575,421
2014,530,551
2014,545,547
2014,813,110
2014,174,635
2014,45,806
2014,634,687
2014,783,155
2014,353,945
2014,787,251
2014,302,940
2014,490,195
2014,227,940
2014,161,831
2014,910,331
2014,888,453
2014,913,444
2014,812,496
2014,789,491
2014,907,515
2014,894,574
2014,875,319
2014,888,252
2014,886,259
2014,916,225
2014,831,329
2014,543,921
2014,422,559
2014,429,450
2014,726,500
2014,812,333
2014,550,425
2014,531,474
2014,845,470
2014,485,778
2014,361,360
2014,594,397
2014,631,348
2014,744,209
2014,123,848
2014,560,563
2014,608,389
2014,620,653
2014,124,637
2014,476,229
2014,598,246
2014,497,519
2014,486,521
2014,491,449
2014,309,563
2014,339,594
2014,517,558
2014,559,573
2014,490,493
2014,694,729
2014,678,715
2014,695,305
2014,868,306
2014,451,478
2014,758,871
2014,669,714
2014,396,612
2014,455,306
2014,536,136
2014,374,444
2014,336,508
2014,873,400
2014,798,425
2014,787,446
2014,649,266
2014,260,794
2014,177,895
2014,272,825
2014,285,904
2014,665,531
2014,538,490
2014,269,942
2014,481,486
2014,508,484
2014,595,613
2014,635,596
2014,467,654
2014,571,690
2014,484,250
2014,355,223
2014,100,639
2014,527,482
2014,584,485
2014,583,416
2014,502,938
2014,621,44
2014,572,66
2014,304,660
2014,507,314
2014,258,319
2014,323,214
2014,290,292
2014,487,652
2014,510,365
2014,467,404
2014,506,567
2014,498,557
2014,479,679
2014,648,396
2014,670,498
2014,375,406
2014,413,459
2014,441,495
2014,526,93
2014,470,518
2014,545,507
2014,918,276
2014,468,504
2014,555,427
2014,762,69
2014,356,512
2014,363,855
2014,303,585
2014,746,510
2014,666,538
2014,753,775
2014,821,342
2014,865,459
2014,892,530
2014,813,631
2014,887,691
2014,215,933
2014,356,335
2014,730,303
2014,638,265
2014,650,285
2014,666,289
2014,612,275
2014,624,590
2014,654,599
2014,671,317
2014,767,297
2014,832,331
2014,830,186
2014,931,564
2014,490,743
2014,233,678
2014,645,65
2014,933,318
2014,898,300
2014,473,518
2014,317,693
2014,306,672
2014,335,702
2014,806,131
2014,800,135
2014,838,124
2014,135,353
2014,480,504
2014,375,563
2014,384,113
2014,435,187
2014,364,385
2014,385,690
2014,497,663
2014,626,658
2014,383,274
2014,473,908
2014,558,520
2014,546,422
2014,603,479
2014,739,760
2014,902,843
2014,540,441
2014,582,409
2014,73,750
2014,130,869
2014,159,864
2014,241,904
2014,477,898
2014,455,490
2014,462,498
2014,874,222
2014,871,255
2014,398,382
2014,780,58
2014,494,563
2014,521,560
2014,536,585
2014,499,320
2014,402,383
2014,508,413
2014,369,349
2014,104,363
2014,512,660
2014,667,331
2014,455,402
2014,424,462
2014,545,418
2014,930,309
2014,754,92
2014,770,129
2014,748,550
2014,729,304
2014,915,310
2014,510,708
2014,556,657
2014,632,663
2014,826,331
2014,329,829
2014,776,103
2014,215,522
2014,573,270
2014,523,742
2014,421,474
2014,584,485
2014,445,476
2014,669,535
2014,667,544
2014,670,477
2014,815,381
2014,479,648
2014,531,673
2014,511,135
2014,655,601
2014,875,494
2014,811,643
2014,623,604
2014,736,720
2014,696,729
2014,147,822
2014,313,929
2014,456,947
2014,245,938
2014,586,428
2014,783,143
2014,657,508
2014,689,689
2014,275,634
2014,309,827
2014,144,874
2014,100,346
2014,279,884
2014,254,855
2014,782,123
2014,790,492
2014,659,673
2014,580,621
2014,667,546
2014,563,263
2014,635,687
2014,530,830
2014,541,941
2014,233,765
2014,444,477
2014,617,306
2014,668,365
2014,722,316
2014,747,321
2014,662,185
2014,381,494
2014,535,368
2014,638,399
2014,675,449
2014,629,418
2014,637,400
2014,564,290
2014,795,435
2014,796,459
2014,931,540
2014,667,629
2014,646,791
2014,660,911
2014,636,928
2014,650,904
2014,830,964
2014,637,281
2014,495,53
2014,567,42
