x,y
2016,599,546
2016,542,492
2016,683,406
2016,335,961
2016,508,545
2016,825,196
2016,897,184
2016,903,546
2016,619,594
2016,872,159
2016,451,498
2016,951,273
2016,442,928
2016,906,295
2016,451,507
2016,448,962
2016,480,286
2016,915,411
2016,798,274
2016,782,581
2016,329,939
2016,608,555
2016,122,725
2016,455,470
2016,528,948
2016,559,926
2016,632,506
2016,888,255
2016,485,412
2016,961,286
2016,371,939
2016,592,302
2016,648,232
2016,916,329
2016,475,340
2016,289,957
2016,508,951
2016,212,866
2016,454,530
2016,918,570
2016,882,503
2016,929,576
2016,539,903
2016,129,660
2016,148,806
2016,271,935
2016,182,832
2016,809,256
2016,91,837
2016,78,801
2016,627,322
2016,282,875
2016,946,447
2016,63,695
2016,882,235
2016,883,128
2016,702,617
2016,175,864
2016,958,338
2016,594,584
2016,891,259
2016,925,290
2016,374,872
2016,212,457
2016,749,60
2016,737,80
2016,950,262
2016,794,198
2016,375,618
2016,493,481
2016,726,171
2016,389,832
2016,749,137
2016,690,61
2016,630,242
2016,234,906
2016,558,117
2016,520,212
2016,378,911
2016,963,427
2016,207,896
2016,683,466
2016,485,957
2016,292,959
2016,417,719
2016,482,739
2016,545,958
2016,387,756
2016,121,762
2016,567,502
2016,278,949
2016,574,558
2016,452,658
2016,486,767
2016,960,296
2016,65,695
2016,476,445
2016,941,350
2016,937,286
2016,549,734
2016,311,947
2016,288,957
2016,758,130
2016,712,88
2016,830,236
2016,253,738
2016,425,855
2016,959,296
2016,884,234
2016,332,942
2016,490,688
2016,590,902
2016,649,938
2016,892,183
2016,937,242
2016,865,432
2016,948,241
2016,426,693
2016,534,591
2016,247,792
2016,808,77
2016,865,220
2016,888,215
2016,819,181
2016,588,628
2016,948,597
2016,312,789
2016,201,681
2016,427,339
2016,208,677
2016,639,88
2016,191,936
2016,247,936
2016,271,640
2016,771,93
2016,945,333
2016,621,63
2016,642,672
2016,613,604
2016,700,93
2016,802,286
2016,103,757
2016,103,773
2016,193,868
2016,274,895
2016,284,941
2016,171,820
2016,927,203
2016,589,565
2016,789,292
2016,712,507
2016,698,494
2016,329,928
2016,258,943
2016,287,956
2016,933,198
2016,67,562
2016,277,849
2016,839,343
2016,310,935
2016,479,422
2016,283,689
2016,265,695
2016,235,746
2016,649,127
2016,903,250
2016,80,822
2016,83,833
2016,300,959
2016,370,962
2016,931,566
2016,416,860
2016,906,250
2016,589,548
2016,728,145
2016,940,497
2016,508,474
2016,133,882
2016,265,933
2016,364,885
2016,187,820
2016,331,909
2016,355,957
2016,620,57
2016,800,258
2016,502,664
2016,399,581
2016,630,140
2016,666,171
2016,446,475
2016,120,792
2016,300,641
2016,894,152
2016,214,517
2016,392,590
2016,212,519
2016,652,911
2016,618,566
2016,888,150
2016,622,606
2016,294,792
2016,509,398
2016,168,226
2016,557,497
2016,456,647
2016,581,566
2016,747,611
2016,886,235
2016,941,221
2016,901,250
2016,313,935
2016,923,194
2016,587,524
2016,556,597
2016,310,831
2016,565,552
2016,248,879
2016,438,659
2016,786,451
2016,413,695
2016,947,235
2016,564,553
2016,963,452
2016,502,516
2016,807,153
2016,796,87
2016,354,943
2016,747,370
2016,602,588
2016,170,852
2016,669,80
2016,297,959
2016,961,549
2016,490,845
2016,344,655
2016,946,506
2016,703,458
2016,351,727
2016,899,235
2016,941,553
2016,53,373
2016,51,537
2016,292,500
2016,274,956
2016,940,321
2016,957,304
2016,489,461
2016,589,314
2016,285,634
2016,282,673
2016,399,590
2016,308,649
2016,248,932
2016,927,337
2016,185,808
2016,287,815
2016,527,592
2016,962,391
2016,800,379
2016,117,412
2016,730,101
2016,543,472
2016,431,839
2016,801,198
2016,579,577
2016,714,958
2016,242,687
2016,312,957
2016,346,794
2016,584,260
2016,174,899
2016,959,299
2016,934,425
2016,111,662
2016,72,797
2016,75,782
2016,272,954
2016,702,96
2016,744,83
2016,663,479
2016,290,955
2016,270,921
2016,346,925
2016,899,325
2016,953,491
2016,186,674
2016,282,867
2016,317,943
2016,276,959
2016,725,160
2016,788,76
2016,885,232
2016,920,292
2016,912,337
2016,271,952
2016,64,738
2016,463,488
2016,466,485
2016,359,903
2016,596,577
2016,236,882
2016,960,313
2016,934,334
2016,478,676
2016,913,390
2016,702,291
2016,736,305
2016,224,598
2016,936,323
2016,799,537
2016,791,547
2016,319,956
2016,929,251
2016,660,426
2016,528,467
2016,430,422
2016,948,245
2016,925,182
2016,381,944
2016,310,482
2016,962,522
2016,302,570
2016,962,320
2016,959,473
2016,935,221
2016,284,811
2016,657,112
2016,920,510
2016,894,309
2016,247,610
2016,218,935
2016,428,444
2016,416,861
2016,910,297
2016,587,574
2016,237,919
2016,191,914
2016,203,638
2016,443,548
2016,365,519
2016,662,436
2016,534,586
2016,635,777
2016,939,227
2016,670,680
2016,558,559
2016,691,58
2016,423,720
2016,311,933
2016,473,892
2016,499,917
2016,450,537
2016,150,872
2016,900,242
2016,891,236
2016,897,279
2016,912,321
2016,737,474
2016,639,598
2016,267,941
2016,698,450
2016,965,351
2016,313,953
2016,267,949
2016,221,949
2016,875,120
2016,771,95
2016,123,768
2016,301,930
2016,195,549
2016,257,947
2016,217,886
2016,833,511
2016,758,119
2016,778,102
2016,243,942
2016,282,957
2016,835,225
2016,881,130
2016,895,184
2016,227,924
2016,578,677
2016,625,661
2016,753,145
2016,518,524
2016,721,105
2016,172,832
2016,342,955
2016,469,885
2016,121,710
2016,904,234
2016,860,190
2016,455,568
2016,265,955
2016,254,929
2016,349,960
2016,457,935
2016,86,570
2016,571,556
2016,537,373
2016,287,895
2016,298,915
2016,267,943
2016,963,342
2016,904,256
2016,827,199
2016,686,479
2016,667,490
2016,282,879
2016,259,892
2016,325,559
2016,897,263
2016,224,794
2016,554,582
2016,711,157
2016,765,63
2016,799,312
2016,901,306
2016,900,258
2016,741,521
2016,289,913
2016,727,326
2016,397,929
2016,284,946
2016,567,232
2016,486,520
2016,396,493
2016,959,325
2016,196,766
2016,287,639
2016,827,92
2016,311,945
2016,705,73
2016,142,811
2016,679,400
2016,349,905
2016,420,947
2016,499,544
2016,485,960
2016,895,157
2016,918,260
2016,937,202
2016,120,775
2016,106,784
2016,610,394
2016,892,181
2016,898,476
2016,257,920
2016,913,256
2016,829,140
2016,269,947
2016,915,173
2016,908,176
2016,912,324
2016,276,953
2016,547,397
2016,260,955
2016,541,683
2016,937,245
2016,597,371
2016,248,738
2016,246,581
2016,237,578
2016,771,337
2016,938,326
2016,961,359
2016,960,303
2016,559,558
2016,902,308
2016,901,268
2016,900,219
2016,452,485
2016,208,827
2016,916,211
2016,249,903
2016,105,884
2016,293,861
2016,292,895
2016,767,121
2016,777,124
2016,740,175
2016,797,123
2016,600,556
2016,333,903
2016,906,219
2016,903,226
2016,128,790
2016,156,829
2016,303,943
2016,954,414
2016,315,932
2016,656,639
2016,769,393
2016,640,304
2016,837,507
2016,947,260
2016,899,271
2016,963,391
2016,316,942
2016,105,768
2016,944,499
2016,963,308
2016,647,603
2016,626,515
2016,934,221
2016,928,252
2016,540,394
2016,575,564
2016,111,716
2016,216,650
2016,916,290
2016,114,743
2016,508,583
2016,678,442
2016,693,553
2016,213,522
2016,255,679
2016,420,734
2016,276,850
2016,962,301
2016,943,330
2016,446,474
2016,957,307
2016,869,201
2016,846,149
2016,903,149
2016,368,770
2016,646,415
2016,457,527
2016,666,434
2016,189,923
2016,243,914
2016,690,516
2016,419,864
2016,809,294
2016,887,231
2016,404,932
2016,377,933
2016,916,207
2016,620,572
2016,502,663
2016,921,588
2016,578,549
2016,81,763
2016,921,245
2016,517,390
2016,443,325
2016,750,492
2016,889,470
2016,196,941
2016,794,235
2016,752,260
2016,819,253
2016,931,326
2016,746,377
2016,383,414
2016,265,951
2016,566,586
2016,54,695
2016,422,424
2016,599,554
2016,836,222
2016,800,478
2016,68,700
2016,69,678
2016,505,504
2016,307,955
2016,591,516
2016,896,258
2016,500,526
2016,737,167
2016,810,111
2016,228,791
2016,838,444
2016,913,160
2016,154,906
2016,491,934
2016,556,561
2016,891,346
2016,803,290
2016,129,788
2016,303,953
2016,965,317
2016,955,320
2016,956,416
2016,953,506
2016,707,81
2016,453,570
2016,432,570
2016,224,601
2016,500,332
2016,576,347
2016,221,909
2016,272,892
2016,690,120
2016,321,589
2016,588,261
2016,887,180
2016,545,539
2016,627,910
2016,876,156
2016,379,875
2016,306,960
2016,404,402
2016,248,608
2016,700,106
2016,788,87
2016,744,64
2016,462,479
2016,612,595
2016,554,437
2016,169,681
2016,595,551
2016,207,853
2016,581,857
2016,762,380
2016,467,529
2016,794,99
2016,326,944
2016,612,607
2016,307,912
2016,119,755
2016,952,318
2016,961,299
2016,94,715
2016,922,371
2016,465,933
2016,393,423
2016,629,760
2016,807,290
2016,211,894
2016,227,922
2016,84,714
2016,83,754
2016,514,514
2016,911,282
2016,871,161
2016,402,613
2016,910,228
2016,623,273
2016,411,174
2016,756,380
2016,512,464
2016,581,531
2016,603,615
2016,300,632
2016,194,657
2016,420,562
2016,447,583
2016,516,922
2016,560,527
2016,675,643
2016,414,346
2016,834,209
2016,166,581
2016,211,614
2016,355,962
2016,637,928
2016,884,235
2016,911,239
2016,936,286
2016,207,919
2016,577,538
2016,785,247
2016,777,404
2016,528,751
2016,84,831
