x,y
2017,50,546
2017,159,623
2017,258,716
2017,233,222
2017,344,725
2017,500,593
2017,565,597
2017,946,373
2017,443,955
2017,483,941
2017,415,575
2017,421,587
2017,430,563
2017,440,569
2017,441,577
2017,513,666
2017,530,680
2017,520,702
2017,490,663
2017,175,203
2017,401,630
2017,256,714
2017,59,741
2017,60,695
2017,412,628
2017,109,143
2017,289,314
2017,324,574
2017,315,68
2017,372,105
2017,390,119
2017,558,503
2017,470,561
2017,761,732
2017,721,691
2017,778,737
2017,798,716
2017,698,843
2017,117,379
2017,104,366
2017,580,574
2017,369,585
2017,407,568
2017,385,601
2017,590,439
2017,612,425
2017,905,525
2017,947,497
2017,953,501
2017,937,581
2017,826,831
2017,746,767
2017,814,794
2017,756,753
2017,583,560
2017,428,605
2017,777,763
2017,872,713
2017,905,735
2017,283,889
2017,361,645
2017,946,775
2017,754,962
2017,876,790
2017,881,959
2017,873,928
2017,604,90
2017,192,57
2017,252,65
2017,415,52
2017,474,505
2017,463,624
2017,442,671
2017,432,624
2017,707,377
2017,757,353
2017,762,390
2017,742,334
2017,832,890
2017,879,910
2017,208,744
2017,562,689
2017,416,634
2017,447,837
2017,251,678
2017,615,413
2017,667,405
2017,699,386
2017,726,367
2017,684,345
2017,300,640
2017,339,578
2017,652,959
2017,768,366
2017,920,584
2017,947,790
2017,947,867
2017,266,892
2017,380,80
2017,869,159
2017,864,181
2017,422,709
2017,241,702
2017,217,570
2017,321,622
2017,88,573
2017,313,702
2017,327,715
2017,367,721
2017,340,662
2017,360,719
2017,344,712
2017,774,421
2017,794,524
2017,809,515
2017,804,849
2017,818,906
2017,762,823
2017,767,781
2017,719,780
2017,479,657
2017,275,316
2017,237,496
2017,594,610
2017,326,665
2017,330,734
2017,294,690
2017,316,135
2017,62,388
2017,55,439
2017,192,487
2017,88,594
2017,309,678
2017,346,101
2017,463,59
2017,800,78
2017,78,155
2017,125,96
2017,466,681
2017,466,778
2017,266,426
2017,746,231
2017,281,309
2017,236,750
2017,275,703
2017,256,746
2017,405,868
2017,615,571
2017,503,617
2017,884,834
2017,822,832
2017,923,826
2017,545,595
2017,105,801
2017,109,820
2017,131,664
2017,51,535
2017,389,639
2017,563,847
2017,838,443
2017,644,594
2017,702,654
2017,713,723
2017,662,933
2017,691,947
2017,488,536
2017,812,86
2017,576,679
2017,349,518
2017,678,630
2017,655,689
2017,749,783
2017,792,778
2017,696,532
2017,685,506
2017,707,508
2017,654,496
2017,646,503
2017,419,586
2017,459,576
2017,318,315
2017,335,299
2017,327,417
2017,199,550
2017,931,901
2017,270,418
2017,456,523
2017,212,819
2017,369,384
2017,645,297
2017,482,652
2017,431,66
2017,201,103
2017,55,719
2017,501,428
2017,520,469
2017,489,461
2017,416,434
2017,518,505
2017,608,647
2017,321,666
2017,324,660
2017,974,792
2017,920,866
2017,285,659
2017,364,735
2017,348,738
2017,341,846
2017,352,701
2017,340,725
2017,380,760
2017,489,687
2017,736,901
2017,889,712
2017,880,757
2017,892,722
2017,856,766
2017,814,643
2017,759,279
2017,806,372
2017,534,482
2017,503,511
2017,525,487
2017,470,461
2017,258,690
2017,308,835
2017,534,596
2017,436,564
2017,312,546
2017,339,570
2017,729,695
2017,746,686
2017,805,768
2017,935,850
2017,522,704
2017,344,627
2017,360,730
2017,363,596
2017,406,586
2017,93,440
2017,63,447
2017,132,516
2017,201,496
2017,646,105
2017,675,715
2017,771,725
2017,831,871
2017,517,496
2017,136,287
2017,684,661
2017,711,842
2017,716,878
2017,838,861
2017,794,899
2017,723,899
2017,410,778
2017,363,852
2017,165,857
2017,312,929
2017,672,625
2017,619,569
2017,936,633
2017,619,923
2017,681,963
2017,730,957
2017,670,955
2017,202,807
2017,433,167
2017,294,806
2017,256,732
2017,263,763
2017,600,956
2017,715,944
2017,918,884
2017,253,45
2017,272,639
2017,213,752
2017,198,496
2017,259,720
2017,481,646
2017,499,688
2017,380,582
2017,282,697
2017,678,629
2017,687,306
2017,322,730
2017,362,706
2017,345,701
2017,951,577
2017,327,788
2017,239,591
2017,226,577
2017,380,645
2017,301,688
2017,759,345
2017,481,512
2017,556,549
2017,649,365
2017,572,688
2017,502,676
2017,858,835
2017,919,839
2017,936,836
2017,852,912
2017,655,801
2017,653,903
2017,749,922
2017,505,529
2017,540,589
2017,906,863
2017,534,549
2017,532,804
2017,583,904
2017,832,679
2017,612,775
2017,561,814
2017,459,629
2017,466,531
2017,493,496
2017,940,808
2017,870,775
2017,617,678
2017,851,781
2017,890,831
2017,882,734
2017,849,902
2017,830,959
2017,488,658
2017,537,715
2017,329,806
2017,841,794
2017,743,826
2017,843,944
2017,856,915
2017,218,200
2017,77,83
2017,355,690
2017,363,733
2017,409,779
2017,735,732
2017,808,967
2017,806,771
2017,795,828
2017,856,818
2017,874,967
2017,800,961
2017,471,666
2017,416,777
2017,407,752
2017,360,784
2017,653,671
2017,691,730
2017,714,669
2017,738,750
2017,354,727
2017,404,733
2017,344,723
2017,440,766
2017,436,453
2017,601,433
2017,541,391
2017,579,376
2017,582,397
2017,338,532
2017,294,625
2017,341,581
2017,410,614
2017,291,694
2017,269,649
2017,257,727
2017,387,582
2017,840,853
2017,872,902
2017,871,893
2017,306,694
2017,556,91
2017,679,100
2017,662,86
2017,923,424
2017,485,766
2017,639,596
2017,640,644
2017,356,697
2017,842,526
