x,y
2018,235,928
2018,468,644
2018,605,61
2018,337,524
2018,214,922
2018,538,905
2018,187,890
2018,518,814
2018,423,853
2018,273,947
2018,885,214
2018,442,677
2018,323,835
2018,579,574
2018,749,580
2018,713,588
2018,565,526
2018,402,940
2018,100,840
2018,282,885
2018,100,885
2018,291,934
2018,817,181
2018,294,959
2018,307,957
2018,936,319
2018,284,942
2018,608,437
2018,196,669
2018,958,310
2018,905,174
2018,895,170
2018,195,640
2018,156,595
2018,954,264
2018,572,573
2018,149,669
2018,147,672
2018,800,130
2018,785,127
2018,215,903
2018,274,952
2018,371,516
2018,875,161
2018,599,684
2018,960,339
2018,961,411
2018,959,523
2018,935,574
2018,525,477
2018,319,959
2018,595,767
2018,272,949
2018,553,527
2018,687,650
2018,447,418
2018,112,850
2018,927,214
2018,615,596
2018,432,565
2018,280,959
2018,468,921
2018,708,197
2018,468,431
2018,552,518
2018,597,587
2018,441,607
2018,273,920
2018,857,174
2018,254,932
2018,415,490
2018,343,528
2018,236,901
2018,293,935
2018,927,264
2018,874,147
2018,745,118
2018,652,294
2018,907,176
2018,284,959
2018,514,508
2018,428,648
2018,80,339
2018,893,251
2018,946,251
2018,889,248
2018,540,585
2018,202,491
2018,113,841
2018,938,315
2018,209,900
2018,359,825
2018,600,565
2018,605,565
2018,897,238
2018,276,958
2018,593,390
2018,463,525
2018,303,954
2018,572,672
2018,362,957
2018,399,496
2018,380,518
2018,272,874
2018,358,720
2018,595,568
2018,454,959
2018,848,104
2018,93,855
2018,444,797
2018,958,273
2018,698,317
2018,325,692
2018,462,479
2018,585,569
2018,339,952
2018,924,218
2018,839,340
2018,237,926
2018,540,539
2018,786,411
2018,265,722
2018,600,430
2018,341,638
2018,394,880
2018,952,263
2018,545,651
2018,228,739
2018,813,82
2018,149,872
2018,140,898
2018,282,947
2018,164,828
2018,314,911
2018,632,404
2018,251,928
2018,254,932
2018,300,906
2018,956,273
2018,467,273
2018,596,590
2018,584,541
2018,543,455
2018,730,603
2018,874,117
2018,881,124
2018,256,952
2018,732,364
2018,825,228
2018,860,163
2018,314,952
2018,641,301
2018,914,205
2018,828,330
2018,196,919
2018,944,267
2018,961,324
2018,955,313
2018,894,204
2018,126,881
2018,740,375
2018,451,508
2018,610,398
2018,529,392
2018,262,946
2018,320,937
2018,922,229
2018,942,293
2018,203,848
2018,815,150
2018,461,935
2018,306,947
2018,385,942
2018,615,527
2018,928,220
2018,239,928
2018,123,806
2018,335,952
2018,524,961
2018,267,901
2018,517,461
2018,492,463
2018,157,879
2018,306,405
2018,420,659
2018,699,53
2018,527,543
2018,873,358
2018,911,302
2018,583,177
2018,527,539
2018,166,915
2018,575,538
2018,273,776
2018,861,214
2018,731,217
2018,835,203
2018,243,956
2018,825,112
2018,953,252
2018,491,880
2018,833,519
2018,364,949
2018,340,937
2018,583,586
2018,258,631
2018,598,582
2018,570,471
2018,51,593
2018,279,958
2018,277,889
2018,394,529
2018,790,399
2018,80,810
2018,764,515
2018,125,903
2018,956,325
2018,929,466
2018,958,316
2018,132,861
2018,227,925
2018,888,246
2018,926,314
2018,959,307
2018,927,330
2018,665,492
2018,472,458
2018,534,527
