x,y
2015,742,118
2015,495,526
2015,900,160
2015,112,777
2015,756,373
2015,683,391
2015,345,347
2015,92,702
2015,320,518
2015,322,440
2015,66,793
2015,91,739
2015,380,411
2015,795,84
2015,503,337
2015,719,59
2015,920,265
2015,815,146
2015,112,875
2015,540,521
2015,734,112
2015,495,353
2015,687,160
2015,682,54
2015,705,62
2015,780,134
2015,690,64
2015,384,419
2015,70,673
2015,910,264
2015,730,91
2015,812,154
2015,808,457
2015,569,520
2015,527,456
2015,689,99
2015,578,371
2015,129,525
2015,129,514
2015,787,91
2015,800,96
2015,442,473
2015,553,432
2015,335,345
2015,436,449
2015,750,71
2015,845,180
2015,809,213
2015,651,422
2015,894,166
2015,118,489
2015,373,425
2015,470,453
2015,133,857
2015,83,758
2015,706,57
2015,691,69
2015,148,871
2015,402,450
2015,799,131
2015,791,125
2015,237,732
2015,162,899
2015,61,701
2015,118,783
2015,474,450
2015,494,451
2015,392,448
2015,380,897
2015,881,136
2015,455,442
2015,835,90
2015,63,774
2015,867,343
2015,847,118
2015,100,715
2015,465,465
2015,73,724
2015,167,896
2015,234,911
2015,656,503
2015,108,536
2015,547,351
2015,448,476
2015,802,358
2015,213,879
2015,357,842
2015,298,628
2015,449,560
2015,447,469
2015,949,381
2015,920,444
2015,900,488
2015,761,65
2015,728,63
2015,167,817
2015,697,94
2015,887,130
2015,82,689
2015,94,669
2015,71,628
2015,528,590
2015,222,570
2015,181,674
2015,103,693
2015,453,546
2015,145,869
2015,374,922
2015,812,100
2015,466,468
2015,431,957
2015,257,857
2015,692,57
2015,727,59
2015,316,815
2015,282,767
2015,453,328
2015,543,494
2015,368,522
2015,261,875
2015,517,558
2015,69,797
2015,901,242
2015,896,245
2015,472,490
2015,564,573
2015,353,925
2015,397,425
2015,923,229
2015,757,365
2015,103,720
2015,891,263
2015,548,394
2015,741,228
2015,815,110
2015,385,421
2015,212,741
2015,82,442
2015,945,220
2015,812,147
2015,419,930
2015,729,111
2015,270,917
2015,549,491
2015,718,172
2015,54,668
2015,794,72
2015,868,130
2015,62,797
2015,742,104
2015,635,604
2015,54,665
2015,120,669
2015,584,890
2015,422,697
2015,953,325
2015,145,820
2015,773,67
2015,507,601
2015,84,741
2015,917,319
2015,932,191
2015,413,754
2015,720,60
2015,560,582
2015,679,497
2015,678,499
2015,466,467
2015,170,874
2015,95,820
2015,736,61
2015,469,113
2015,653,216
2015,910,152
2015,857,173
2015,350,617
2015,400,921
2015,528,497
2015,225,914
2015,68,804
