x,y
2014,841,202
2014,303,561
2014,300,559
2014,236,133
2014,217,54
2014,288,110
2014,33,266
2014,53,317
2014,38,236
2014,52,125
2014,256,389
2014,228,318
2014,208,324
2014,40,274
2014,154,74
2014,125,59
2014,277,411
2014,233,410
2014,412,670
2014,315,720
2014,324,584
2014,652,718
2014,338,710
2014,244,99
2014,286,665
2014,339,718
2014,306,684
2014,326,608
2014,130,133
2014,549,555
2014,488,659
2014,485,591
2014,171,527
2014,402,663
2014,510,670
2014,712,938
2014,768,954
2014,847,850
2014,842,847
2014,550,660
2014,708,688
2014,649,605
2014,425,937
2014,541,890
2014,866,518
2014,360,43
2014,61,582
2014,401,663
2014,48,386
2014,332,38
2014,212,83
2014,187,33
2014,129,140
2014,840,129
2014,884,151
2014,288,287
2014,327,234
2014,306,497
2014,105,279
2014,118,177
2014,129,113
2014,149,166
2014,113,36
2014,360,351
2014,303,270
2014,170,126
2014,147,84
2014,145,111
2014,44,90
2014,99,159
2014,211,136
2014,168,177
2014,158,92
2014,99,150
2014,4,14
2014,555,331
2014,539,344
2014,626,682
2014,597,583
2014,573,422
2014,666,537
2014,618,889
2014,150,911
2014,527,515
2014,932,934
2014,146,905
2014,322,702
2014,325,768
2014,660,936
2014,374,603
2014,405,572
2014,651,552
2014,320,572
2014,327,635
2014,292,623
2014,578,905
2014,787,464
2014,872,321
2014,850,846
2014,851,861
2014,876,818
2014,840,839
2014,392,736
2014,436,738
2014,636,418
2014,499,318
2014,406,340
2014,208,712
2014,608,396
2014,315,559
2014,490,531
2014,451,533
2014,576,605
2014,768,918
2014,775,895
2014,480,572
2014,275,650
2014,832,715
2014,763,717
2014,727,675
2014,741,729
2014,252,689
2014,508,640
2014,487,538
2014,797,436
2014,420,896
2014,440,876
2014,76,407
2014,88,430
2014,326,83
2014,271,56
2014,17,256
2014,191,266
2014,146,42
2014,136,66
2014,140,39
2014,130,62
2014,727,709
2014,546,880
2014,565,888
2014,565,650
2014,53,373
2014,53,319
2014,204,592
2014,166,650
2014,291,825
2014,483,446
2014,413,526
2014,372,486
2014,356,374
2014,211,485
2014,271,51
2014,198,58
2014,170,27
2014,515,223
2014,207,205
2014,142,83
2014,155,67
2014,865,465
2014,829,630
2014,933,772
2014,939,900
2014,511,565
2014,195,252
2014,105,338
2014,100,335
2014,678,938
2014,590,887
2014,505,903
2014,931,612
2014,889,571
2014,933,679
2014,864,192
2014,850,876
2014,817,893
2014,890,871
2014,650,599
2014,642,607
2014,584,511
2014,634,612
2014,539,466
2014,252,329
2014,674,448
2014,683,495
2014,673,487
2014,765,513
2014,749,948
2014,939,819
2014,661,345
2014,602,370
2014,569,388
2014,567,375
2014,563,380
2014,171,664
2014,166,645
2014,154,538
2014,876,195
2014,282,38
2014,466,75
2014,258,97
2014,177,76
2014,23,633
2014,471,388
2014,307,640
2014,348,622
2014,435,619
2014,556,438
2014,643,281
2014,296,348
2014,805,193
2014,461,156
2014,304,442
2014,332,362
2014,263,226
2014,174,206
2014,44,365
2014,20,211
2014,6,110
2014,313,557
2014,246,185
2014,101,70
2014,93,788
2014,318,520
2014,83,613
2014,33,551
2014,23,521
2014,315,94
2014,663,573
2014,603,565
2014,606,581
2014,537,577
2014,465,430
2014,678,716
2014,705,752
2014,467,771
2014,284,935
2014,429,537
2014,420,465
2014,391,555
2014,380,554
2014,500,712
2014,372,479
2014,405,472
2014,491,529
2014,377,453
2014,557,445
2014,564,890
2014,614,895
2014,29,663
2014,44,644
2014,914,663
2014,900,673
2014,221,555
2014,511,99
2014,354,387
2014,69,401
2014,297,315
2014,172,168
2014,33,145
2014,56,122
2014,176,207
2014,103,122
2014,492,945
2014,923,896
2014,399,389
2014,434,518
2014,389,482
2014,457,441
2014,373,619
2014,923,697
2014,885,741
2014,823,755
2014,259,625
2014,161,60
2014,326,151
2014,488,476
2014,314,60
2014,304,296
2014,318,217
2014,330,237
2014,462,201
2014,115,26
2014,152,68
2014,86,40
2014,123,70
2014,55,60
2014,277,56
2014,131,149
2014,132,107
2014,317,169
2014,193,114
2014,753,469
2014,744,350
2014,80,69
2014,274,548
2014,128,54
2014,86,126
2014,329,395
2014,178,782
2014,212,737
2014,225,648
2014,308,678
2014,202,519
2014,259,650
2014,200,40
2014,195,26
2014,82,126
2014,57,128
2014,82,129
2014,65,141
2014,84,148
2014,360,569
2014,924,484
2014,218,561
2014,401,179
2014,871,650
2014,283,559
2014,129,647
2014,144,501
2014,124,490
2014,664,888
2014,192,250
2014,137,268
2014,92,76
2014,29,502
2014,58,54
2014,237,395
2014,936,935
2014,217,135
2014,378,44
2014,250,170
2014,214,246
2014,328,631
2014,347,630
2014,338,575
2014,326,512
2014,526,567
2014,850,866
2014,842,870
2014,897,881
2014,916,865
2014,855,917
2014,615,775
2014,139,443
2014,205,334
2014,501,353
2014,563,397
2014,576,369
2014,378,240
2014,300,547
2014,245,429
2014,151,60
2014,154,33
2014,93,122
2014,145,80
2014,105,101
2014,356,499
2014,106,280
2014,139,247
2014,75,330
2014,73,289
2014,99,337
2014,70,255
2014,44,25
2014,59,302
2014,31,350
2014,23,344
2014,51,362
2014,56,288
2014,821,830
2014,319,383
2014,278,663
2014,520,362
2014,497,383
2014,460,336
2014,194,180
2014,360,732
2014,97,626
2014,399,64
2014,370,51
2014,278,76
2014,305,460
2014,329,308
2014,55,540
2014,203,614
2014,170,673
2014,131,493
2014,219,522
2014,294,685
2014,241,756
2014,382,738
2014,284,705
2014,680,508
2014,148,65
2014,246,49
2014,59,49
2014,88,35
2014,34,62
2014,476,408
2014,470,410
2014,298,484
2014,492,529
2014,259,394
2014,30,292
2014,42,237
2014,112,126
2014,675,717
2014,708,793
2014,590,39
2014,369,58
2014,630,40
2014,618,60
2014,342,351
2014,317,373
2014,115,51
2014,63,137
2014,206,528
2014,254,623
2014,168,683
2014,58,543
2014,328,692
2014,300,591
2014,304,699
2014,876,152
2014,787,129
2014,254,252
2014,111,174
2014,24,83
2014,55,108
2014,495,591
2014,476,528
2014,466,486
2014,879,613
2014,584,617
2014,634,776
2014,852,853
2014,623,55
2014,656,943
2014,677,812
2014,620,863
2014,675,900
2014,908,729
2014,862,705
2014,841,769
2014,304,696
2014,235,753
2014,301,631
2014,296,453
2014,496,448
2014,806,855
2014,526,516
2014,374,492
